text	label
\u263a\u263a\u263a	NOT
Song comes on at the hookah bar. He says \bro ive had sex to this song\ awe hell naw	OFF
Ok the limo was rocking! #junegonewild	NOT
@USER @USER that's a great picture:)	NOT
Thanks to everyone who came out to @USER tonight! My Wicked Game cover fell flat (It happens), but at least the originals were solid!	NOT
sitting here talking to my cousin while she's taking a bath #soshesnotbored\u270c\ud83d\udec0	NOT
@USER If liberals can’t win they will do whatever it takes to obstruct the process.	NOT
@USER que bella	NOT
@USER @USER yay! Okay	NOT
proud of @USER for live tweeting	NOT
Why does everyone insist on being so obnoxious?	NOT
Finding nemo ain't on Netflix \ud83d\ude11	NOT
@USER @USER Learning English for “Conservatives”	NOT
Is this dog really in here snoring? Lol	NOT
@USER Get ya booty to texas	OFF
@USER @USER @USER ....Except not all Millennials are for Gun Control.	NOT
It's easy to feel alone, when you live in a generation of not being in love	NOT
@USER @USER we got plans	NOT
@USER Oh my goodness she is so precious! Babies make everything better! Thank you for sharing 💕	NOT
Bye\ud83d\udc4b	NOT
Walking Dead tonight yes	NOT
when don't i	NOT
@USER love you too\ud83d\ude18	NOT
@USER @USER its still about to be a thing right?	NOT
We're fighting. Only down three to okc at the half without Melo. I'll take that any day. #Knicks	NOT
@USER And those girls with like fifty piercings in their faces. Don't forget them. Oh my god.	OFF
M.I.A.	NOT
Hope on the rocks	NOT
"@USER @USER We need a marijuana lobby that can bribe the GOP like big pharma does. Otherwise, you're screwed. Just because it's good for America, that means nothing... see gun control"""""	OFF
it's time.. \ud83d\ude33	NOT
@USER Fact is...It's up to us to vote Republican to make sure that doesn't happen!	NOT
@USER If you ain’t hyping me up like the nigga in the back ima have to throw the whole friend away	OFF
I've been banging music all day and about to get this PT in \ud83d\udcaa\ud83d\udcaa	NOT
@USER Yayyyyy. (:	NOT
@USER so far so good man.	NOT
Theyre gonna end up killing cutler in Chicago. #NFL #ChicagoBears	OFF
@USER I have anxiety now because of this.	NOT
#revelaciones se despide esta noche de su provechosa primera temporada @USER a las 8 por telesistema	NOT
I hate how one sided these announcers are. Like hop off Oklahoma please.	OFF
Treasure said ole girl swea to god im ugly lmaoo	OFF
Cozumel preparation begins @USER	NOT
#Westminster @USER #Tories @USER @USER @USER @USER WTF is going wrong with #police these days 😒😠😠😠 URL	OFF
\u3075\u3045\u3002\u82e6\u624b\u306a\u30b9\u30d4\u30fc\u30c1\u306f\n\u7d42\u308f\u3063\u305f\u30fc(*^\u25ef^*)\u2661\n\u3042\u306850\u5206\u8010\u3048\u308c\u3070\u7d42\u308f\u308b\u301c(*^\u25ef^*)\n\n\u3057\u304b\u30fc\u3057\u5bbf\u984c\u591a\u3059\u304e\u308b\u7121\u7406	NOT
now the \if I\ responses	NOT
@USER @USER There is no reason. The bravest people politically in our society are black conservative. They are seeing the cities that have the worst quality of life for black Americans have generationally been ran by liberals with promises but no improvements.	OFF
Being left at college is going to feel like death. I'll cry for the 1st 372947 hours. My poor roommates. #onlychildprobs #parentpals	OFF
Hey guess where I just ate at? Cracker Barrel. They had plenty of mashed potatoes. Just thought I'd let you know. \ud83d\ude02\ud83d\ude02\ud83d\ude02\n@McKennaMooney72	NOT
@USER @USER @USER which is funny because thats exactly what the problematic members of ANTIFA (An officially recognized terrorist group) want.	NOT
@USER Would that make him the equivalent of the Antifa March that started the violence there in the first place?	NOT
why is it that I do so much for people but never get anything in return	NOT
so I woke up @USER 6:10 &amp; got done @USER 6:19 ?	NOT
@USER aweeee brandon your the cutest :) thank you!	NOT
$ is sensitive topic to discuss I get it but it needs to be discussed and we need to be educated and empowered!	NOT
wait ... whats going on lol	NOT
All this word play these herbs say are used in the worst way and these are nominees on Grammy with a chance for first place?!	NOT
@USER no I'm sure lots of girls are excited about this lol	NOT
I'll love you forever, forever and always. please just remember even if I'm not there, I'll always love you forever and always.	NOT
Alexisonfire???	NOT
@USER Most likely gang related violence with a illegal gun in the most strict gun control cities .	OFF
Honestly I'm about to just Dm you and tell you you're beautiful instead of subtweeting you	NOT
@USER Yolo	NOT
@USER anjirrrrrrrr haha	NOT
@USER girl we gotta talk today! #missyou	NOT
All I want is you. Will you be my bride? Take me by the hand and stand by my side.	NOT
I'm 5'9 1/2	NOT
@USER Had no interest in watching the DNC hour with a hunch of sanctimonious liberals who trigger over everything except when they are insulting those who disagree with their cause of choice for the moment. Pass.	NOT
@USER cake cake cake cake cake cake cake	NOT
Watching Bet Movie	NOT
@USER Boswell isn't allowed to leave us again \ud83d\ude45	NOT
@USER I will too lol	NOT
A stuffed crust pizza from Pizza Hut sounds amazing at this point in time.	NOT
I hate talking in class, but since no on in my micro discussion will open their mouths I guess ill take one for the team guys.	OFF
Prayers go out to those affected by the school shooting in Colorado. Absolutely sickening to hear.	OFF
Louise she's all right she's just near. She's delicate and seems like the mirror. But she just makes it all too concise and too clear	NOT
Stop fucking complaining. Good god.	OFF
For clarification. Kiamo Ko is where the WWotW stays after she no longer wants anything. I do not want anything I do not love you!!	OFF
Mad af	OFF
You know your shows the shit when you bow after act one is over #24601	OFF
@USER Gillibrand must have been a very sexually active woman to be pushing young women to have abortions.	OFF
@USER right now	NOT
\Pretty sure my friends want Jesus to take the wheel from me every time I drive\u201d @USER @USER @USER @USER	NOT
I knew these pictures would become handy one day.	NOT
Whatever the sent of our new detergent is I like it. It smells so good	NOT
@USER those are the worst!	OFF
The 5 lb dog decided to go \watch dog\ on hubby and son home from late hockey practice. #really	NOT
@USER I thought this was SNL. The last guy is wearing a fucking beanie with the mindmill on itS	OFF
Drunk and in bed by 10:15 #HashTag \ud83d\udc4c	NOT
@USER awe thanks Marisa \ud83d\ude0a	NOT
@USER @USER Ah	NOT
these girls in my class need to shut \ud83d\udc4f the \ud83d\udc4f fuck \ud83d\udc4f up	OFF
@USER I got a shit load of stickers for our faces \ud83d\ude01\ud83d\ude01\ud83d\ude01 you better tuck your pants into your socks	OFF
@USER But... you are gamestop	NOT
So sore...	NOT
lol if you ask ill probably lie	NOT
It's official, Atlanta cab drivers are the dumbest on the planet. Someone please tell them what a turn only lane is	OFF
Random memories suck.	OFF
I left my wallet in my car and I need a 1$.	NOT
Who's Alexandra?	NOT
No fucks	OFF
This is one of the worst weeks I have ever had, physically. I never cry \ud83d\ude48	OFF
\@Tonilynn_: Can yu go outta the states if your out on bail ?\no	NOT
No one is ever ready to face reality.	NOT
\u0628\u0643\u0631\u0647 \u0637\u0627\u0644\u0639 \u0627\u062a\u0632\u0644\u0627\u062c \u0641\u064a \u0627\u0644\u062b\u0644\u0648\u062c	NOT
I dont wanna go wednesday or thursday	NOT
One of my favorite recipes from the Book of Mama is in the Crock Pot and smells DELISH. Hope it turns out as good as hers.	NOT
Watching catfish almost in tear #WhatIsOurLife	NOT
SUGENG ENJING MAS PLUSPLUS @USER \	OFF
&amp; you say that you need me, I don't deserve it but i love that you love me.	NOT
Annoyed	NOT
I mean nothin to you and I don't know why	NOT
Im Still Up :))	NOT
I know its hot when i open the window and turn the fan on\u2026 #spring	NOT
@USER Corrupt PR government and others are where you look and you know it Gutierrez.	NOT
@USER #likedying #ouch	NOT
@USER Soros' people are really vicious and out of control.  He or one of his allies probably plans and funds Antifa.  They are actually trying to take over the government.	NOT
I keep up with all these social networks thats coming out ill still trying to figure out path	NOT
@USER Need gun control to many	NOT
I'd feel more confident in myself &amp; life after this working out pays off.	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Proud to follow all.  Thanks for the follow-back!	NOT
@USER I have to go over Saturday to “have dinner” no it’s the annual close the pool for the season . Not then big ass round above grounds . They have a huge in ground pool . I know that’s coming . While gore here . And I don’t mind at all . Lol funny Shit	OFF
@USER @USER @USER me too..he is a genius	NOT
@USER He is too lazy. Just slouches over and waits for the defender to come to him. Bum	OFF
I've been in a piss poor mood all day	OFF
no me ensucie las palabras\nno les quite su sabor\ny l\u00edmpiese bien la boca\nsi dice revoluci\u00f3n #Benedetti #UnPocoCabr\u00f3n	NOT
Breaking news: @USER is in love with me	NOT
@USER maybe you should stop whining.	OFF
Maybe a nice scream would help me feel better	NOT
Aw little brother asked me to make him a playlist for Christmas. At least 1 of my 3 younger siblings thinks I'm cool	NOT
@USER Thats is not what i was saying.. read my other tweet to you.  I never said that.. you sir are putting words in my mouth!  liberals really are just assholes.. cant have a civil discussion!	OFF
@USER wow. super disappointed why would you use the word 'retard'. you are so far above that. shameful.	OFF
@USER @USER \u0644\u0643\u0646 \u0627\u064a\u0646 \u062f\u0648\u0631\u0643\u0645 \u0643\u0646\u062e\u0628\u0629 \u061f\u061f\u061f\u061f	NOT
@USER What’s your point. You are so clearly ignorant about the nature of sexual assault	OFF
@USER HA!	NOT
@USER And Twitter seems to be beholden to CNN	NOT
Boys are weird creatures	OFF
@USER boy you crazy lol. We gonna beat y'all lol	OFF
Back to school today	NOT
I am legitimately more angry than than the midget from elf	OFF
@USER @USER @USER Ohhh :) psh nothing	NOT
Drunk ad fuck	OFF
@USER Our great state has been flooded with illegal immigrants and liberals  from blue states looking for work. Then these dumba$$es vote Democrat!?!!! Go figure. All insane.	OFF
@USER Looks like ANTIFA thugs.	OFF
3. @USER You’re my lil baby and I’m so proud of you for working as hard as you do. Thank you for still being there for me like you are. You’re the sweetest 💕💕 don’t ever change	NOT
@USER remember to bask in the smell of glorious victory while you're in that amazing city!	NOT
And the Cardinals win...AMAZING	NOT
@USER missing you pal	NOT
I wish someone could be in my shoes for one day and maybe, just maybe people would understand why i am the way i am.	NOT
@USER Agree #transparency #ReleaseTheDocuments #MAGA	NOT
@USER nigga	OFF
My dad takes forever to get ready in the morning.	NOT
If you chill with me &amp; actually like me there's a 100% chance you'll have fun. I'm a cool ass dude to chill with\ud83d\udc81	OFF
Shoutout to my bro @USER for reminding me that Heytell still exists and that I still love it.	NOT
@USER it's good.	NOT
Always getting the cops called on us! @USER	NOT
I'm still alive but I'm barely breathingJust prayin' to a God that I don't believe in	NOT
@USER no silly goose you mean love	NOT
@USER He is a big nerd it seems..	OFF
@USER Yep! That's why I thought of you--I'm visiting the same aunt that I was headed to meet when we met on the bus! Headed to VT.	NOT
Nunca vas a limpiar tu casa mas rapido que cuando alguien te dice que te va a visitar en 5 minutos.	NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Just blocked a 4th.  So much easier and you know it drives them nuts 🤣	NOT
When's the next basketball game?	NOT
@USER @USER @USER soccer tonight 830 middle school , see you kitty cats there \ud83d\udc31\ud83d\ude38	NOT
Sup Kate\ud83d\ude08	NOT
Happy New Years Eve!! How's ur evening? @USER	NOT
Sent	NOT
"@USER Finally! No more terrible takes of The NFL owners are racist"""""	OFF
@USER missed a pop quiz today though that was hard af #lucky	NOT
@USER Underground	NOT
Just saw that direct TV commercial and got emotional and pictured 6s on stools @USER	OFF
@USER I was at work in Denver!!! I'M SO MAD!!	OFF
All I want is money for Christmas loads of it .	NOT
Bought the cutest booties ever! \ud83d\ude0d	NOT
@USER thanks girl. We will bring you next year\ud83d\ude01	NOT
@USER ok I just did	NOT
@USER Pleaseee lmfao.	NOT
@USER ya q nadie lo hace.. Jajajaj	NOT
I wanna wake up where you are.	NOT
@USER not when Simon was on still!	NOT
So many got my back! #love	NOT
Also got to see @USER @USER @USER @USER and @USER all in one day! #goodday	NOT
I need a ride somewhere fuck that	OFF
so many decisions \ud83d\ude49\ud83d\ude48	NOT
@USER love cruising with Disney	NOT
@USER Nothing LEAVE	NOT
@USER text it to me	NOT
@USER When you said you are gonna add them but u didn’t already 😂😂 URL	NOT
Lets all stop texting me at once....	NOT
@USER I spend more time with you then I do her \ud83d\ude4a.	NOT
@USER We don't need to talk about gun control; we need to talk about criminal control.	NOT
Lls straight called me a Thot!	OFF
Maybe one day I'll be what you need	NOT
The hardest thing is fighting back tears...	NOT
I hate being home alone at my dads	NOT
Louisiana Attorney General Jeff Landry encourages Attorney General #JeffSessions to break up #BigTech companies like #Google and #Facebook  Nothing is going to happen until we get a new AG in November! @USER #MAGA URL	NOT
I can't waitttt for Chinese food \ud83d\ude0b	NOT
It's official I've put a lot of thought into this....I am going to buy a Bike \ud83d\udeb2 \ud83d\udc4d	NOT
I miss staring at you to creep you out in history last year! We always get along so well even though you think I'm crazy haha	NOT
@USER .........just like last year	NOT
@USER made mine too :) you looked equally cute \ud83d\ude0d\ud83d\ude0d\ud83d\ude0d\ud83d\ude0d	NOT
One direction is the worst thing to come out of England	NOT
&lt;--- She a good girl, she just do Bad things..	NOT
Time to workout till I pass out. \u270c\ud83d\udc4b\ud83d\udcaa\ud83d\udc4a	NOT
I don't understand why other schools are getting involved like you don't even go here and if people wanna argue they are going to just stop\u270c	NOT
@USER You are the besth	NOT
Point made	NOT
45 hours this week for work #illtakethat	NOT
I had Subway, Chinese food, and Wendy's yesterday..	NOT
what a night	NOT
Goodmorning Bae (; @USER	NOT
@USER iight	NOT
@USER @USER I love love loove my school\ud83d\udc96\ud83d\udc4d\ud83d\ude0a	NOT
This is gonna sound selfish but I hate giving up my bed for guests :(	NOT
Oh and my lips are fucking STAINED from wine I had last night. So that's cool.	OFF
@USER actually I wrote that lol	NOT
Realizing that these people in my life now won't matter at all in the future.	OFF
The Lord made me hard to handle, so lovin' me might be a one shot gamble	NOT
Who wants to text a lonely brown boy while he does his math homework	OFF
@USER @USER @USER You mean cheating allegations. Not sexual harassment or assault it was about CHEATING. BIG difference. We all know facts scare liberals. If you are so concerned about sexual assaults you need to shout for the names on the slush funds to be revealed. Until than have a seat	NOT
@USER I say grab him. What a difference maker. He is a home run hitter to compliment smoke. Means we release Grant and Snead has to take over. Don’t know the whole story why Browns would release him. But he is a legit number one WR	NOT
@USER we never got our vine	NOT
@USER damn Iight	NOT
Hey people who design vacuums- Why the headlight? Are people vacuuming in the dark? or riding them on the freeway &amp; I just havent seen?	NOT
Ain't that for true	NOT
Great win tonight Pack! So proud of my girls and especially @USER @USER @USER @USER ! Way to get that win!	NOT
All I can say is it was enchanting to meet you	NOT
Con #MiamiRoute puedes pagar en Bs. o si deseas puedes hacerlo tambi\u00e9n con cupo electr\u00f3nico, compra desde tu casa y lo llevamos por ti	NOT
This is way to early	NOT
I love Amber.	NOT
\On the inside we're all the same.\	NOT
@USER no you don't \ud83d\ude02	NOT
@USER Fun fact: I nutted to this URL	NOT
@USER Technically id give it to the 400h	NOT
@USER I KNOW, for a piece a gum, she was gonna make me kiss her at school today	OFF
@USER @USER Good job Heads!	NOT
\u201c@jade_ontiveros: Wowwww\u201d	NOT
Can not wait till tomorrow!!! I get to see my boyfriend!!! #happy\n @USER	NOT
I am NEVER spray painting myself ever again. #BadDecisions	NOT
@USER Looks at this! Wow. Our hard earned money 💰used for the liberals extravagant lifestyle. Doesn’t that remind you of the typical socialist government!!	NOT
@USER @USER @USER So many issues facing Australian voters but the single obsession of Australian Conservatives is bullying transgender children... URL	OFF
@USER haha. I feel like it just disappears.	NOT
I'm so bored good lord	NOT
I'm happy how far we've came and grown as a family I love you all and wouldn't trade anyone of you not a single one	NOT
"23:70 Or do they say, He is possessed""? Nay, he has brought them the Truth, but most of them hate the Truth."""	NOT
Probably none	NOT
oh hail no Colorado #seewhatididthere	NOT
It takes a lot for me to get pissed off	NOT
How bout @USER trying to ball on a little kid tonight! \ud83d\ude02	OFF
I hate texting people first	OFF
@USER Leftist Californian antifa professors never lie about republicans. Snark!!!	NOT
\Only If you take me out to the wilderness and I can go for a walk\ -@katyviereck	NOT
I can't believe my mom just asked me for 80$	NOT
love @USER \ud83d\udc4c\ud83d\ude0a\ud83d\udc96	NOT
If you haven't listened to The Album Leaf... You're missing out.	NOT
@USER @USER Holy shit pt 2	OFF
@USER it's been like three months!! We gotta go on a tournament before I die	NOT
I see an old coworker on the elliptical with a full face of makeup and weave freshly curled. She says, \girl! U know y I do it!\ \ud83d\udc40	NOT
@USER aaaghhh emangg:-p	NOT
Praising The Lord for my Normita's right now\ud83d\ude4c	NOT
i think it's time for you to grow up.	NOT
@USER can't believe I missed him. Just checked his stats. Thanks man! Can't wait for the next #ddfp	NOT
@USER Oh you are very welcome.	NOT
Yea that wreck messed up my back.. I really wanted to throw today but whatever	NOT
It is time #GoodbyeBreakingBad	NOT
"@USER Trump didn't want to be president"", therefore colluding with Russia for presidency is a made up attempt by liberals just like SCJOUS."""	NOT
Fuck it\u270c\ufe0f	OFF
@USER saw previews and ran away...	NOT
@USER @USER lmao it's not even mine it's my little brothers it's all he got	NOT
Mad funny when people use the excuse \ I was drunk \ oh you were drunk ? Then it's obviously all good to do whatever you please right ...	NOT
Seriously though... Why do they put soccr on TV? #Boring	NOT
\ud83d\ude28\ud83d\ude15\ud83d\ude14 I'm stuck between two choices and I know the possibilities for one are greater than the other but it's hard to let go ... Ya know	NOT
@USER I don't know who she is.	NOT
@USER every thing I do I do it for youuuuuu\ud83c\udfb6\ud83c\udfb6\ud83c\udfb6\ud83c\udfb6\ud83c\udfb6\ud83c\udfb6\ud83c\udfb6\ud83c\udfb6love me Lisa Lisa &amp;Cultjam	NOT
Kimmies avi\ud83d\ude0d\ud83d\ude0d\ud83d\ude0d someone grab me a life jacket bc IM DYIN	OFF
@USER @USER DON'T DO IT, BLOODBATH!!!!	OFF
\@t_hoee: I want someone I can be weird around\	NOT
OK , that was the worst workout ever..	NOT
@USER And how is the investigation  against your son the antifa  Terrorist going	NOT
2 on 1.	NOT
I feel like I need to smoke so I can sleep \ud83d\udca8\ud83d\udca4	NOT
Please let work go by fast \n#tgif	NOT
Bones and I have the same sense of humor, I don't know if this is a good thing. #bones	NOT
@USER here comes the BLAINE	NOT
Today my car almost blew up at a stoplight. My. life. is. great.	NOT
@USER feliz ano novo	NOT
I mean its my last weekend...	NOT
Bae Needa hurry home !	NOT
Can't wait to paint my room :)	NOT
He has a new reggae album and features his newest single, No Guns Allowed. He is also practicing rasta	NOT
If I could just hug you one more time, talk to you one more time I'd be alot happier.....?	NOT
@USER I'm sorry who?	NOT
@USER wow	NOT
@USER Hello... how r u?	NOT
I know my high school Spanish teachers prepared me well when we have the same quia and vista higher learning sites !!	NOT
Fuck this shit people can kiss my ass bye bitch	OFF
#Kentucky with the shocker	NOT
I just don't get how that makes you guys feel good about yourselves	NOT
Sumtimes i be having dem thoughts like im too real for this shit	OFF
@USER I'm curious how he does...plus there is a good amount of people that decommitted today	NOT
In Meijer parking lot while Jared is pooping inside-nope wait there's Jared nvm	NOT
@USER thanks homie! I'm gonna be in ocean city though so it's gonna have to wait \ud83d\ude01	NOT
@USER I mean, if I didn't know any better, I'd almost consider it naive projection of her experiences on a stranger's #ohwait	NOT
@USER you can't even spell! #MoreOfADumbass	OFF
Up watch'n Menace 2 Society	NOT
When someone actually takes the time to listen and try to cheer me up&gt;&gt;&gt;	NOT
@USER @USER @USER @USER But here is an easy chance to prove me wrong. Show me one instance where increased gun control in this country caused a decrease in crime with guns.	NOT
I've been working my ass out for this summer:) #buttsquezzes	OFF
@USER @USER That’s how immature she is not to mention no class at all O!! Not even a dime	OFF
@USER great	NOT
Maybe one day she'll come around	NOT
This sun burn is gonna kill tomorrow	OFF
@USER Georgia University...your racism and utter lack of tolerance is showing. Higher education is apparently not your goal.	OFF
@USER SEE I TOLD YOU!!!!!! SHE IS DESPICABLE!!!!!!!!!!!!	OFF
this the fucking anthem, get it? the fucking anthem	OFF
@USER @USER you will have to wait for Nelson to respond on that, I totally remember watching his tech show with my dad a lot!!	NOT
YESSSSSS!!! \ud83d\ude0d\ud83d\ude0d\ud83d\ude0d\ud83d\ude0d	NOT
Why am I standing in front of a heater in July?	NOT
@USER glad you got it! However, it just seems wrong that you are standing on Willie's forehead.	NOT
Hate is a very strong word yet I feel like I'll be using it to describe a lot of things I dislike by the end of the week. #busybee	NOT
Fantastic.	NOT
Life has never been better \u263a\ufe0f\ud83d\udc4d #happy	NOT
@USER @USER The timing is too convenient. She is a paid liar.	OFF
Ugh hopefully we can find a vehicle this weekend \ud83d\ude2d\n#HateThis	OFF
Thought about the speed of our tech and our politics: #Obama was once known as the 'tech' pres, often highlighted by his #Blackberry use...	NOT
@USER She don’t never have on pants and she is forever throwing up the people’s eyebrow with her pinched nose ass.... URL	OFF
@USER @USER Yup! She will destroy hard working ppl and small businesses. She is evil with a pretty face and ppl are falling for it.	OFF
And kids are so obnoxious. Ok something minor happened to u, there r kids starving in Africa. If I complain about my \rough life\ I'm joking	OFF
@USER how did your dinner with the neighbors go?	NOT
@USER Jason fell reallly hard. but are you coming down here?	NOT
Listening to Nonstop pop 2013, makes me so flash back to so many good times over the past year	NOT
@USER Market Liberals Party when?	NOT
"@USER ATTENTION! A North Carolina Twitter User...@USER is publicizing an ANTIFA TARGET LIST with the names of high profile AND everyday Trump supporters. Twitter has been informed. They have NOT suspended this account. Check out his Lists""."""	NOT
Rise and shine fuckers	OFF
@USER It is a suicide mission if they don't put him on the bench!  Standup for #justice and I don't mean the warped sense of justice preached by the liberals.  Get 'er done! URL	OFF
Taco Motherfucking Tuesday.	OFF
TURRN UPP. \ud83d\ude4c @USER @USER	NOT
@USER Wtf aren’t they treating antifa as terrorism?	NOT
What the hell.	OFF
Safety!	NOT
Judging by the past 24 hours on twitter, @USER and @USER are literally the same person.	NOT
To h\u00e1 1 hora lendo meu livro , nossa , me perco na hist\u00f3ria , \u00e9 t\u00e3o .... Apaixonante \ud83c\udf80\ud83d\ude3b	NOT
@USER And let's not forget that the democrats were the ones who wanted to keep slavery alive	NOT
Cooking, going to visit my sister, then taking Neens for a walk and let her play in her swing maybe visit the baby sister while I'm at it \ud83d\udc4d	NOT
Danielle you are dead to me now.	NOT
\u0443 \u043a\u043b\u0435\u0432\u044b\u0445 \u0442\u0435\u043b\u043e\u0447\u0435\u043a \u0432\u0441\u0435\u0433\u0434\u0430 \u0435\u0441\u0442\u044c \u0432\u044b\u0431\u043e\u0440	NOT
He's got something special, he's got something special. I can hardly breathe something telling me telling me maybe he could be the one #HM\ud83d\udc95\ud83c\udfb6	NOT
@USER I'm literally dead.	NOT
No thx mom I don't want cashews for dinner	NOT
Y'all are still going like	NOT
@USER Never nigga 💀💀	OFF
"@USER FYI, the Radicalism"" is ALL ON THE LEFT! You SOB's started with Occupy Wall street, when that failed, you got BLM started, and THAT FAILED so you put together ANTIFA... We KNOW what you have done.... you WILL go to GITMO."""	NOT
@USER Fluctuat Nec Mergitur - Latin for she is tossed by the waves but she does not sink - also the city motto of Paris.	NOT
Why do you always seem to appear in my dreams. #WhatTheHeck	OFF
Imma be dressed to the nine on prom day, walkin out the limo with my buds and our dates white doves come out when we open the limo doors	NOT
@USER I was kidding haha	NOT
I don't like what I'm wearin	NOT
I'm glad I'm not one of those girls who have to be half naked to look pretty lol	OFF
Me and you through thick and thin, me and you to the very end.	NOT
My shot glass just broke...	NOT
Skies Out Thighs Out	NOT
@USER @USER @USER @USER She is getting death threats. URL	OFF
@USER I'm going today because I have an apt but I'll be back by then but idk text me.	NOT
@USER no thank god haha	NOT
Someone meet me in wildwood ..	NOT
@USER @USER @USER @USER So you are ok with the racial epithats that the left calls black conservatives? #bigotry #hypocrisy #walkaway I did. Many have. Dont be blind. You are being a tool for a establishment. Keep resisting the outsider and be for the political elite millionaires.	OFF
I literally only tell everything to like two people #sickofbeingscrewedover	OFF
@USER I don't even know how to use this bitch yet hahaha. You're safe ;)	OFF
#omg #bobbybrown sister #leolahbrown is not having it with #bet #Bobby roe story she is calling out his ex-wife for fabrication and #lies #celebnmusic247 #celebritynews #breakingnews #news #thebobbybrownstory URL URL	NOT
its really weird having a friend that has the same name has my dad.	NOT
If he says \you know like\ one more time	NOT
@USER you are welcome to join us in our Slack room for the community gardening.  URL	NOT
@USER beyond excited you got through right now\ud83d\ude0a\ud83d\ude0a\ud83d\ude0a	NOT
@USER @USER @USER // it is wrong to let #MeToo hysteria override ‘innocent until proven guilty’ - but Liberals are trying.	NOT
@USER @USER I guess it’s time to get divorced just so we can keep more income. How silly is that. Liberals have no clue. Make it so all Canadians can benefit not just divorced couples. #whatareyouthinking?	OFF
Karmas a bitch	OFF
@USER oh thanks girl!! You is looking fine in yours to! \ud83d\ude0f\ud83d\ude18	NOT
\u0648\u0625\u0646 \u0645\u0622 \u062d\u0635\u0644 \u0627\u0644\u0644\u064a \u0646\u062d\u0628\u0651 .. \u0644\u0627\u0632\u0645 \u0646\u062d\u0628\u0651 \u0627\u0644\u0644\u064a\u0651 \u062d\u064e\u0635\u0644	NOT
The only way to shine your light is in the dark, never let life kill your spark\ud83c\udfa7\ud83c\udfb6	NOT
New Orleans i can't wait till tonight. :-)	NOT
@USER really? I'm right near there	NOT
Not doing a damn thing for the next couple of weeks but preparing myself for success at the next level #GeneralStatement	OFF
I am seriously having shopping withdraws. #Addiction	NOT
@USER oh hey	NOT
I hate having to get online and pay bills even though its not even my money ! Ugh \ud83d\udc78	OFF
@USER so I'm considered your roommate but not bestfriend. Awkward.	NOT
@USER @USER You mean Antifa ?	NOT
#SplashBros \ud83d\udca6	NOT
#unpopularopinionnight i know im too young for Liam. He's my brothers age.	NOT
I seriously wish catfish would stop fucking with my emotions!!!	OFF
I just want to be @USER best friend. Haha. #allthetime	NOT
honestly I liked Miley until her performance tonight. she's just plain vulgar.	OFF
@USER The only thing this is going to do is make the #MeToo movement even more of a joke than it already has become. I don't think anyone is falling for this BS except for maybe Antifa.	NOT
@USER goes that music?!	NOT
@USER and today I went shopping, and talk is still cheap.	NOT
Great time to cuddle! Mhm . \u263a\u263a\u263a\ud83d\udc9c	NOT
@USER give Zach a hug from his half sister!! Miss you travel safe! \ud83d\ude18	NOT
Bring on a busy semester.	NOT
Pool spots are going quick....as soon as the sun comes up they are gone....	NOT
@USER activelo poeh:$	NOT
Debating on going to country jam Saturday night for Gary Allen #decisions	NOT
esse meu amor exalando pelo @USER , sei nem de onde vem...	NOT
@USER You're welcome and I do mean it. You are super cute	NOT
@USER NO	NOT
Can't fall back asleep	NOT
Im driving agian \ud83d\ude4c\ud83d\ude0e	NOT
"@USER So funny, this was labeled as sensitive media""!!   Yet, people post porn on Twitter all the time. Unfiltered"""	NOT
@USER spray and spray the gauze w/ saline, heat it up and put pressure on it a couple times a day that'll help too	NOT
so last week or so mike told me this was gunna be a 3 hr drive, yesterday I found out its actually 8 -__-	NOT
I rly want a good book to read \ud83d\ude0c\ud83d\udcda	NOT
@USER I too want to be a stay at home dad!	NOT
Twitter is dead, what the fuck. \n#why	OFF
@USER but yeah homie you too!	NOT
When that song comes on, in your head you're like \hot damn\ and on the surface you're covered in goosebumps.	OFF
Parade practice. Ain't nobody got time for this.	NOT
#AskConnor why does Connor like pork chops and cones so much?	NOT
@USER @USER Levi’s just came out in support of student gun control activists.  Now the Trumpers will be burning their jeans as well as their sneakers!	NOT
@USER Griexsevia	NOT
@USER That's just great Angela! Not	NOT
All your promises and all the plans we had.. What happened to that?	NOT
@USER @USER If they don't change course the Tories are going to be toast at the next general election.  They do not want to go the way of the Canadian Conservatives in 1993 who went from being in power with 156 seats to just 2 seats!  URL URL	NOT
@USER I guess all of those old white guys DO kinda look alike...  😉🤭	OFF
@USER Fml but yeah I thought you left :/	NOT
@USER hey, only the best of friends come back together like that	NOT
@USER This woman is going to be so rich .. she is already a hero to half the country and 90% of the media and acedemia because she might stop Trump from giving the court a conservative majority .	NOT
@USER Maxine is just a mean spirited woman. I can't imagine the demons she is dealing with to have that much hate &amp; craziness in her. #CrazyMaxine	OFF
@USER lol 4real	NOT
@USER ill be over with the pineapples baby... \ud83d\ude0d\ud83d\ude0f\ud83c\udf4d	NOT
Almost to that big 3k.	NOT
